Site,season,City,Long,Lat,Black.bear,Bobcat,Brush.Rabbit,California.Ground.Squirrel,Coyote,Deer,Domestic.cat,Domestic.dog,Douglas.squirrel,Eastern.gray.squirrel,Elk,Fox.squirrel,Gray.fox,Mountain.lion,Rabbit,Raccoon,Red.fox,Stoat,Striped.Skunk,Virginia.opossum,Weasel..cannot.ID.,Western.Chipmunks,Western.gray.squirrel,utmZone,prop_veg,imp_surf,rank_buff,huden2010,med_inc,urb_pca,J
H01-OXY1,JU21,paca,-118.20939813219788,34.126927657671985,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,11,0.9458762886597938,22.518646012621915,5.275,219.10074050311647,90455.59278350516,-0.4127994556124806,30
H01-RHR1,JA21,paca,-118.15865713228422,34.21804765416623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3.228784403669725,5.233038363171355,108.00268113546782,107729.91815856776,1.429299100467344,20
H01-RHR1,JU21,paca,-118.15865713228422,34.21804765416623,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3.228784403669725,5.233038363171355,108.00268113546782,107729.91815856776,1.429299100467344,30
H01-SPS1,AP21,paca,-118.16734266948976,34.124358734572354,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8835443037974684,21.45995423340961,5.7174750830564784,434.1582661118228,119823.51898734175,-0.6851888673355667,30
H01-SPS1,JA21,paca,-118.16734266948976,34.124358734572354,0,0,0,0,17,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,11,0.8835443037974684,21.45995423340961,5.7174750830564784,434.1582661118228,119823.51898734175,-0.6851888673355667,31
H01-SPS1,JU21,paca,-118.16734266948976,34.124358734572354,0,0,0,12,0,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,11,0.8835443037974684,21.45995423340961,5.7174750830564784,434.1582661118228,119823.51898734175,-0.6851888673355667,30
H01-TMC1,AP21,paca,-118.18140606023437,34.17571692711669,0,1,0,0,20,20,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,1,16.039862345856037,6.2,251.3504244876183,221375,0.1747749121403051,30
H01-TMC1,JA21,paca,-118.18140606023437,34.17571692711669,0,6,0,0,82,84,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,1,16.039862345856037,6.2,251.3504244876183,221375,0.1747749121403051,55
H01-TMC1,JU21,paca,-118.18140606023437,34.17571692711669,0,1,0,0,45,27,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,1,16.039862345856037,6.2,251.3504244876183,221375,0.1747749121403051,30
H01-WAV1,AP21,paca,-118.31108646234128,34.24302479928483,0,0,0,0,5,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,0,11,0.9139240506329114,1.9922658264107709,5.8390126582278485,73.68838803116098,68532.6835443038,1.4441279586429363,13
H01-WAV1,JA21,paca,-118.31108646234128,34.24302479928483,0,4,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0.9139240506329114,1.9922658264107709,5.8390126582278485,73.68838803116098,68532.6835443038,1.4441279586429363,54
H01-WWD1,AP21,paca,-118.2582246305454,34.21661561280118,0,0,0,0,4,0,0,119,0,0,0,2,1,0,5,0,0,0,0,0,0,0,1,11,1,5.188376753507014,5.38,21.862572113939393,131058,1.3711255982820378,30
H01-WWD1,JA21,paca,-118.2582246305454,34.21661561280118,0,1,0,0,0,0,0,171,0,0,0,0,1,0,36,0,0,0,1,0,0,0,0,11,1,5.188376753507014,5.38,21.862572113939393,131058,1.3711255982820378,30
H01-WWD1,JU21,paca,-118.2582246305454,34.21661561280118,0,0,0,0,5,1,0,65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,1,5.188376753507014,5.38,21.862572113939393,131058,1.3711255982820378,30
H18,AP21,oaca,-122.12281431345347,37.7423411134739,0,0,0,0,7,54,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10,1,15.405103211009177,4.58,7.609247258358723,120972,0.5297454082932449,28
H18,JA21,oaca,-122.12281431345347,37.7423411134739,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,15.405103211009177,4.58,7.609247258358723,120972,0.5297454082932449,28
H18,JU21,oaca,-122.12281431345347,37.7423411134739,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,15.405103211009177,4.58,7.609247258358723,120972,0.5297454082932449,45
HBT,AP21,oaca,-122.1082052795166,37.72840774799266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.87409200968523,0.8116066323613493,2.48,0,151532,1.5736806366613922,34
HBT,JA21,oaca,-122.1082052795166,37.72840774799266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.87409200968523,0.8116066323613493,2.48,0,151532,1.5736806366613922,22
HBT,JU21,oaca,-122.1082052795166,37.72840774799266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.87409200968523,0.8116066323613493,2.48,0,151532,1.5736806366613922,11
HT,AP21,oaca,-122.12520031814924,37.775504171738376,0,0,82,0,2,1,0,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,1,4.21461318051576,2.48,2.1586806917292702,151532,1.477380311752537,30
HT,JA21,oaca,-122.12520031814924,37.775504171738376,0,11,85,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4.21461318051576,2.48,2.1586806917292702,151532,1.477380311752537,31
HT,JU21,oaca,-122.12520031814924,37.775504171738376,0,0,87,0,9,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,1,4.21461318051576,2.48,2.1586806917292702,151532,1.477380311752537,54
IRC01,AP21,lbca,-117.74100210763476,33.77069310192292,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.871536523929471,3.301087578706354,5.49,0.01287480504262216,102567.83375314862,1.3604435228288363,12
IRC01,JU21,lbca,-117.74100210763476,33.77069310192292,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.871536523929471,3.301087578706354,5.49,0.01287480504262216,102567.83375314862,1.3604435228288363,30
IRC02,AP21,lbca,-117.7253524420718,33.76796313242066,0,4,17,1,6,1,0,0,0,0,0,0,53,0,0,0,0,0,4,5,0,0,0,11,0.9974358974358974,1.9954075774971296,5.49,0.06759880769072307,112655.06410256412,1.6626372921464687,19
IRC02,JU21,lbca,-117.7253524420718,33.76796313242066,0,2,37,2,8,2,0,0,0,0,0,0,19,0,0,0,0,0,12,0,0,0,0,11,0.9974358974358974,1.9954075774971296,5.49,0.06759880769072307,112655.06410256412,1.6626372921464687,30
IRC03,AP21,lbca,-117.70310242313036,33.76085865201455,0,2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,11,1,1.3990260670295045,5.49,0,116650.22081218274,1.7167844944112418,20
IRC03,JU21,lbca,-117.70310242313036,33.76085865201455,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,1.3990260670295045,5.49,0,116650.22081218274,1.7167844944112418,30
IRC04,AP21,lbca,-117.68302581073524,33.75233115011393,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2.061962134251291,4.886405063291139,0.10700018681983545,141315.82025316457,1.6609127805621249,11
IRC04,JU21,lbca,-117.68302581073524,33.75233115011393,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2.061962134251291,4.886405063291139,0.10700018681983545,141315.82025316457,1.6609127805621249,30
IRC05,AP21,lbca,-117.66801033275596,33.745793332380615,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.9923469387755102,3.1890575766256086,4.18,6.315636905781123,122361.25,1.546764410528605,25
IRC06,AP21,lbca,-117.65291929031022,33.73468139211798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.9974683544303796,2.048780487804878,4.18,1.1953189601472658,121812.08101265822,1.6568039302164297,39
IRC06,JU21,lbca,-117.65291929031022,33.73468139211798,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.9974683544303796,2.048780487804878,4.18,1.1953189601472658,121812.08101265822,1.6568039302164297,30
IRC07,AP21,lbca,-117.6474829372618,33.719440685685356,0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.09090909090909093,2.057052752293578,4.18,4.001152944702096,134619.72727272726,0.26664812760258416,39
IRC07,JU21,lbca,-117.6474829372618,33.719440685685356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0.09090909090909093,2.057052752293578,4.18,4.001152944702096,134619.72727272726,0.26664812760258416,30
MA,AP21,oaca,-122.19667933091584,37.72322142384811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,1,0,1,3,0,0,0,10,0.6256038647342995,23.495420721236407,7.456473429951691,0.32604617014541065,62456.3768115942,-0.7138657039608634,38
MA,JU21,oaca,-122.19667933091584,37.72322142384811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.6256038647342995,23.495420721236407,7.456473429951691,0.32604617014541065,62456.3768115942,-0.7138657039608634,13
MT,AP21,oaca,-122.1403056978608,37.7922600644958,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,5.0923429882420415,2.515170731707317,4.625105755316049,151022.9804878049,1.4005293502964204,31
MT,JA21,oaca,-122.1403056978608,37.7922600644958,0,4,2,0,14,3,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,5.0923429882420415,2.515170731707317,4.625105755316049,151022.9804878049,1.4005293502964204,30
MY,JA21,oaca,-122.209320587315,37.7778336851881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.8102189781021898,22.80280882774434,4.945863746958637,2339.458053038102,68799.9805352798,-3.267776901552151,12
OAK,AP21,lbca,-117.80007884799603,33.81065672706404,0,0,27,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,0.8239795918367347,17.278048780487804,5.102372448979592,199.3564362792084,120314.2551020408,-0.13410274615922255,47
OAK,JU21,lbca,-117.80007884799603,33.81065672706404,0,0,1,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.8239795918367347,17.278048780487804,5.102372448979592,199.3564362792084,120314.2551020408,-0.13410274615922255,30
P-BLP,AP21,tawa,-122.28283031300816,47.16168229763593,0,0,0,0,5,1,0,14,4,67,0,0,0,0,0,1,0,0,0,9,0,0,0,10,0.9010526315789472,19.862880091795756,7,190.67572203852632,59750,-0.22285994603945883,34
P-BLP,JA21,tawa,-122.28283031300816,47.16168229763593,0,0,0,0,3,1,3,24,0,27,0,0,0,0,2,2,0,0,0,5,0,0,0,10,0.9010526315789472,19.862880091795756,7,190.67572203852632,59750,-0.22285994603945883,48
P-BLP,JU21,tawa,-122.28283031300816,47.16168229763593,0,0,0,0,4,7,1,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9010526315789472,19.862880091795756,7,190.67572203852632,59750,-0.22285994603945883,36
P-CCP,AP21,tawa,-122.32022008391868,47.18141910672656,0,0,0,0,5,2,0,19,0,16,0,0,0,0,107,46,0,0,17,1,2,0,0,10,1,17.386357122384638,9,220.62691676635504,73125,0.09957897525647227,29
P-CCP,JA21,tawa,-122.32022008391868,47.18141910672656,0,0,0,0,20,1,0,11,0,67,0,0,0,0,7,86,0,0,4,0,0,0,0,10,1,17.386357122384638,9,220.62691676635504,73125,0.09957897525647227,48
P-CCP,JU21,tawa,-122.32022008391868,47.18141910672656,0,0,0,0,7,4,4,7,0,127,0,0,0,0,2,15,0,0,83,0,0,0,0,10,1,17.386357122384638,9,220.62691676635504,73125,0.09957897525647227,36
P-CUP,AP21,tawa,-122.471320086731,47.27295174449351,0,0,0,0,15,17,7,15,0,0,0,0,0,0,0,61,0,0,0,14,0,0,0,10,1,17.743150684931507,6,763.9101210769622,129773,-0.6026674219476345,37
P-CUP,JA21,tawa,-122.471320086731,47.27295174449351,0,0,0,0,3,21,0,8,0,1,0,0,0,0,0,43,0,0,0,3,0,0,0,10,1,17.743150684931507,6,763.9101210769622,129773,-0.6026674219476345,38
P-CUP,JU21,tawa,-122.471320086731,47.27295174449351,0,0,0,0,0,60,1,3,0,1,0,0,0,0,0,19,0,0,0,46,0,0,0,10,1,17.743150684931507,6,763.9101210769622,129773,-0.6026674219476345,34
P-DPV,AP21,tawa,-122.5436402745423,47.3165085016772,0,0,0,0,5,35,0,2,2,7,0,0,0,0,0,7,0,0,0,0,0,6,0,10,0.9225941422594144,1.1476817401259305,5,0,88606,1.6195758512944007,36
P-DPV,JA21,tawa,-122.5436402745423,47.3165085016772,0,0,0,0,0,67,0,0,2,10,0,0,0,0,0,9,0,0,0,0,1,0,0,10,0.9225941422594144,1.1476817401259305,5,0,88606,1.6195758512944007,37
P-DPV,JU21,tawa,-122.5436402745423,47.3165085016772,0,0,0,0,1,16,0,0,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9225941422594144,1.1476817401259305,5,0,88606,1.6195758512944007,32
P-GP,AP21,tawa,-122.45745032482698,47.269890460874926,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9979166666666668,16.152323580034423,9,619.9234059690375,69066,-0.29393043468624447,15
P-GP,JA21,tawa,-122.45745032482698,47.269890460874926,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9979166666666668,16.152323580034423,9,619.9234059690375,69066,-0.29393043468624447,31
P-OB,JA21,tawa,-122.5304601657384,47.31318888282613,0,0,0,0,0,55,0,20,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0.7229166666666667,2.2156581588758244,5,0,88606,1.2245050932122008,38
P-OB,JU21,tawa,-122.5304601657384,47.31318888282613,0,0,0,0,3,3,0,2,1,18,0,0,0,0,0,2,0,0,0,0,0,2,0,10,0.7229166666666667,2.2156581588758244,5,0,88606,1.2245050932122008,32
P-OLT,AP21,tawa,-122.2727399501913,46.91265010614948,0,0,0,0,12,13,5,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,10,0.9451476793248944,1.849742415569548,1,2.981916058853165,70190,1.5913380570462554,36
P-OLT,JA21,tawa,-122.2727399501913,46.91265010614948,0,0,0,0,22,29,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,10,0.9451476793248944,1.849742415569548,1,2.981916058853165,70190,1.5913380570462554,47
P-OLT,JU21,tawa,-122.2727399501913,46.91265010614948,2,2,0,0,1,34,0,0,9,0,2,0,0,0,0,7,0,0,0,12,0,68,0,10,0.9451476793248944,1.849742415569548,1,2.981916058853165,70190,1.5913380570462554,35
P-OV2,JA21,tawa,-122.34327690455926,46.87009737411258,0,0,0,0,6,0,0,0,0,0,35,0,0,0,3,3,0,0,0,0,0,0,0,10,1,2.3218785796105386,1,11.554465603122011,70190,1.6248942866793068,47
P-OV2,JU21,tawa,-122.34327690455926,46.87009737411258,0,0,0,0,11,1,2,0,0,0,33,0,0,0,1,0,0,0,0,2,0,0,0,10,1,2.3218785796105386,1,11.554465603122011,70190,1.6248942866793068,36
P-RP,JU21,tawa,-122.51225005999778,47.29719932320845,0,0,0,0,0,15,4,5,0,1,0,0,0,0,14,38,0,0,0,6,0,0,0,10,0.9516806722689076,20.86894178376828,5,782.0506131775735,88606,-0.9618017058481654,8
P-RWSR,AP21,tawa,-122.26845992226572,46.92559930766051,0,1,0,0,16,22,0,0,1,0,7,0,0,0,6,9,0,0,0,0,0,0,0,10,1,2.685853379152348,1,25.186653099206527,70190,1.577423291547173,21
P-RWSR,JA21,tawa,-122.26845992226572,46.92559930766051,0,0,0,0,11,24,0,0,1,0,12,0,0,0,4,13,0,0,0,3,0,0,0,10,1,2.685853379152348,1,25.186653099206527,70190,1.577423291547173,47
P-RWSR,JU21,tawa,-122.26845992226572,46.92559930766051,0,2,0,0,12,41,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2.685853379152348,1,25.186653099206527,70190,1.577423291547173,36
P-STP,JA21,tawa,-122.49173974370127,47.28530888330367,0,0,0,0,2,20,0,1,0,0,0,0,0,0,4,24,0,0,0,2,0,0,0,10,0.9978902953586498,14.34889716413635,5.5,252.72412914547257,110929,0.31202516598999747,37
P-STP,JU21,tawa,-122.49173974370127,47.28530888330367,0,0,0,0,6,26,0,1,0,3,0,0,0,0,6,13,0,0,3,6,0,0,0,10,0.9978902953586498,14.34889716413635,5.5,252.72412914547257,110929,0.31202516598999747,34
P-UWT,AP21,tawa,-122.440170358001,47.2428796550409,0,0,0,0,0,0,5,1,0,57,0,0,0,0,1,9,0,0,0,0,0,0,0,10,0.6268343815513627,22.25358989086732,9.59958071278826,647.1800203923422,59584.70859538784,-1.4079756634602318,37
P-UWT,JA21,tawa,-122.440170358001,47.2428796550409,0,0,0,0,0,0,1,0,0,7,0,0,0,0,159,4,0,0,0,1,0,0,0,10,0.6268343815513627,22.25358989086732,9.59958071278826,647.1800203923422,59584.70859538784,-1.4079756634602318,37
P-UWT,JU21,tawa,-122.440170358001,47.2428796550409,0,0,0,0,0,0,20,3,0,27,0,0,0,0,184,19,0,0,0,0,0,0,0,10,0.6268343815513627,22.25358989086732,9.59958071278826,647.1800203923422,59584.70859538784,-1.4079756634602318,34
P-WBC,AP21,tawa,-122.30026973533973,47.16920045659492,0,0,0,0,15,0,0,1,0,8,0,0,0,0,2,24,0,0,2,2,0,0,0,10,1,22.530910131654263,7.039665970772442,277.78680372086745,83186.06471816284,-0.4037007818838206,36
P-WBC,JA21,tawa,-122.30026973533973,47.16920045659492,0,0,0,0,16,1,0,0,0,9,0,0,0,0,11,35,0,0,0,0,0,0,0,10,1,22.530910131654263,7.039665970772442,277.78680372086745,83186.06471816284,-0.4037007818838206,48
P-WBC,JU21,tawa,-122.30026973533973,47.16920045659492,0,0,0,0,17,0,0,0,0,8,0,0,0,0,7,2,0,0,0,0,0,0,0,10,1,22.530910131654263,7.039665970772442,277.78680372086745,83186.06471816284,-0.4037007818838206,28
P-WWP,JA21,tawa,-122.27665975935894,47.17281070545192,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,17.496132913205386,8,274.490995899,63385,0.02369878905897344,19
PER,AP21,oaca,-122.19950062871013,37.714642110545945,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,34,0,0,7,161,0,0,0,10,0.8401937046004843,18.20143266475645,7.455399515738499,10.19943030488426,65159.418886198546,0.04710744752025381,44
PER,JU21,oaca,-122.19950062871013,37.714642110545945,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,11,0,0,1,58,0,0,0,10,0.8401937046004843,18.20143266475645,7.455399515738499,10.19943030488426,65159.418886198546,0.04710744752025381,19
WP,AP21,oaca,-122.14016165799896,37.753773534843326,0,1,0,0,5,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,19.43989696622782,4.58,2.205100803882767,120972,0.1971890614478422,25
WP,JA21,oaca,-122.14016165799896,37.753773534843326,0,2,0,0,5,1,0,0,0,0,0,1,0,0,0,18,0,0,0,0,0,0,0,10,1,19.43989696622782,4.58,2.205100803882767,120972,0.1971890614478422,30
WP,JU21,oaca,-122.14016165799896,37.753773534843326,0,0,0,0,27,38,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,1,19.43989696622782,4.58,2.205100803882767,120972,0.1971890614478422,43
