GEOID,Rank
06075023001,6.64
06037530102,6.88
06037540202,6.18
06037191203,6.64
06037407701,7.17
06037201501,6.29
06037132900,7.43
06037603900,7.86
06037139302,7.78
06037302104,6.4
06037132002,7.52
06037104620,6.4
06013375000,5.61
06037552200,6.99
06037407102,7.73
06037204200,6.31
06037218120,6.66
06037125320,7.07
06013314104,6.09
06001432400,7.45
06037232300,5.57
06037602301,7.11
06037221810,5.82
06037231500,5.94
06037600912,5.75
06037502401,7.41
06037115404,6.93
06037531604,6.06
06059087504,6.52
06037601900,5.69
06037433304,6.92
06001401600,6.46
06037220000,6.82
06059086501,8.19
06037573100,6.65
06037570603,6.74
06037552301,7.94
06037119342,5.76
06037900804,5.58
06013310000,6.3
06037191301,6.12
06095250801,6.78
06037575202,5.02
06059074003,8.62
06037134903,6.97
06001407200,5.85
06037404803,7.91
06037600602,5.5
06037197500,8.05
06037134305,6.02
06037190201,6.46
06037603500,6.99
06037212203,6.32
06037603301,6.16
06037208301,7.64
06037575902,6.52
06037197420,7.6
06037900806,5.41
06059087300,7.39
06037576301,6.13
06037402903,5.97
06037500700,7.31
06037543802,7.34
06037123420,7.37
06037601100,5.53
06037208801,5.95
06037133000,6.29
06037407702,8.13
06037531603,6.08
06037211202,6.8
06037570602,6.5
06037552100,6.16
06037224420,6.59
06013311000,6.15
06037301801,7.61
06037293201,6.97
06085503601,6.82
06013368001,6.09
06037482301,7.07
06037533503,6.02
06037501803,6.85
06037208620,6.42
06037192700,8.02
06037102105,8.59
06059087404,6.9
06037571703,5.62
06037127804,5.65
06037294510,5.69
06037302002,7.3
06037122120,6.8
06037601002,5.69
06037570601,5.74
06037208904,6.63
06085501600,6.46
06037551900,7.24
06037131010,6.4
06037405203,6.96
06037701801,7.91
06037533804,6.12
06081602100,6.5
06037534802,5.32
06037222200,5.77
06059074801,6.74
06037407602,6.69
06037604100,6.68
06037104201,7.15
06013392200,6.33
06037432602,7.37
06037320300,6.95
06037602200,7.67
06037900201,6
06037501400,6.6
06037294520,6.21
06037213310,6.14
06037232600,6.29
06037503104,6.43
06037311802,9.01
06037534501,6.1
06037601211,6.19
06037550100,8.13
06037551401,7.59
06037501804,6.3
06037603704,6.28
06037121102,8.45
06075023400,6.6
06037201601,6.39
06037530901,6.48
06075023102,5.99
06037900501,5.48
06095252402,6.1
06037195600,7.37
06037119320,5.82
06059075201,6.61
06081610201,6.71
06037603802,6.09
06037224410,6.55
06037432202,8.48
06037553502,7.17
06037119900,6.45
06037208401,7.43
06037404901,7.33
06037277400,7.05
06037535804,5.63
06037542103,5.46
06037603400,7.32
06037211921,6.26
06037301502,7.33
06037432901,8.38
06037600202,5.14
06037553902,6.81
06037553901,6.89
06037119400,6.02
06037530202,7.18
06037199120,7.18
06037404201,6.22
06037502004,7.16
06037131100,7.19
06013314200,5.06
06037534403,5.76
06037432402,8
06059089106,6.14
06037402301,6.46
06037600302,6.03
06037234600,5.98
06037530006,6.2
06037191204,6.63
06037217200,7.45
06037554002,6.19
06001409200,6
06037190510,6.55
06037554301,7
06037602106,5.59
06037234700,6.23
06037433902,8.06
06081602300,7.87
06013309000,6.57
06037238400,6.27
06037127805,6.04
06037192510,5.89
06037211320,6.71
06037125310,7.06
06059087401,7.72
06037124300,6.64
06037221710,6.27
06037128102,5.62
06037404600,9.31
06037213320,6.19
06037603200,8.64
06037211310,6
06001403300,6.33
06037213202,5.94
06037203720,6.11
06037535502,5.58
06037128220,5.84
06059086406,7.41
06037117303,7.76
06037294410,6.69
06075980600,6.05
06037121801,6.12
06037134800,6.43
06037119202,6.97
06037502602,6.82
06037222001,5.67
06037207101,8.11
06037213201,5.99
06001406201,5.34
06037294610,6.7
06037407801,6.84
06037551800,7.71
06037188100,9.32
06037544002,7.96
06037552002,6.14
06059075004,6.54
06001407500,5.17
06037500404,7.06
06037124203,6.55
06037131702,5.83
06037575201,5.05
06037218701,6.79
06059075202,6.81
06037221602,6.56
06001407400,5.84
06037199300,7.3
06037530204,5.74
06037900607,5.25
06037203900,6.44
06037572100,7.14
06037132502,5.81
06037199202,7
06059001201,6.26
06059089004,6.42
06001401800,6.42
06059074602,6.75
06001401400,6.78
06059099904,6.75
06037571704,5.46
06059063605,6.95
06037221304,5.77
06059074108,7.19
06037195804,7.35
06037222600,5.88
06037209510,6.3
06059110606,7.37
06037601212,5.01
06037575101,5.4
06037113233,6.9
06037481500,7.83
06037404903,5.87
06037500403,8.64
06037195803,7.12
06037571600,5.22
06037117201,6.29
06037543503,7.94
06037602505,5.19
06037191302,6.02
06037221302,6.5
06037554404,6.02
06075023300,6
06001401500,6.5
06037218600,7.57
06013368002,6.58
06037406702,6.74
06037201602,6.74
06037602402,5.82
06037219020,5.33
06037550202,6.96
06037224700,6.06
06037406200,7
06037701902,6.65
06059074200,6.69
06037236204,5.24
06037406411,7.09
06037531701,6.02
06037206031,9.18
06037213402,6.17
06037219010,5.44
06037701802,7.72
06037533104,5.67
06059001801,7.29
06037554101,5.89
06037401704,6.46
06037123901,6.83
06037702803,7.45
06037127806,6.61
06037501001,6.31
06059087105,6.55
06059011721,7.12
06013369001,5.41
06037573004,6.44
06059089105,5.87
06059086701,7.76
06059074403,7.7
06037211922,6.61
06037533502,6.03
06037201401,5.74
06037139303,7.27
06001401000,6.68
06001401300,6.28
06037222002,5.01
06013327000,6.75
06037552700,6.4
06037221120,6.16
06037238000,5.38
06037552302,7.49
06037900606,4.94
06037407101,7.3
06037127712,5.92
06001401700,7.36
06037576401,5.16
06085504318,7.15
06059052410,8.12
06037404401,7.56
06037530005,7.97
06037576901,5.09
06059089001,6.08
06037131701,5.62
06037603101,5.99
06037432401,6.85
06037132501,5.47
06037601801,5.69
06037117510,6.28
06037211201,5.8
06037910002,4.96
06037555001,6.46
06037481300,7.46
06037534002,7.4
06037551101,7.71
06059110402,6.83
06037115104,6.25
06037910402,4.69
06037221820,5.55
06037113421,7.2
06037190100,6.88
06037237402,5.36
06037554104,5.6
06037131400,6.05
06001433200,6.59
06037123520,6.24
06037552601,5.94
06037551700,6.55
06037212800,6.44
06037134101,5.5
06037119800,6.66
06037533106,5.54
06037234800,6.15
06037104204,6.6
06037573402,7.33
06037543306,7.97
06059086402,6.9
06037132101,6.9
06037234502,4.95
06037191201,6.18
06037404503,5.8
06037104203,6.03
06013307102,5.09
06013314102,5.72
06037212204,6.32
06085503105,6.1
06037554203,6.13
06037402200,8.08
06037405002,6.76
06037277200,7.49
06075061200,5.77
06037221220,6.21
06059011714,8.02
06037551300,6.96
06037405101,6.6
06037231400,5.4
06037543702,5.99
06037121210,8.31
06037201301,5.7
06037301802,7.62
06037221303,5.61
06037134104,5.32
06013313101,5.15
06037293304,6.33
06037293307,6.66
06059086301,6.97
06095251901,5.36
06037218300,7.77
06037218220,6.08
06037302103,5.53
06037601001,5.96
06059001103,7.17
06037535503,5.18
06037910403,4.71
06037302201,6.24
06081606200,6.92
06085512602,7.17
06037535803,5.37
06037576001,7.12
06037294200,6.55
06059086803,6.93
06037311801,8.88
06001402600,6.19
06037572002,6.76
06037231300,5.73
06037601802,5.55
06037402706,5.51
06001406202,5.37
06037480902,7
06013307202,4.66
06037115202,7.19
06037113401,7.51
06037211122,7.28
06037109100,6.51
06095251000,5.79
06037407802,6.56
06095251200,5.04
06037190401,5.27
06037293302,6.83
06037430101,7.48
06037115401,7.49
06037302004,6.4
06095253500,6.3
06095251902,4.76
06037572201,7.59
06037481001,7.1
06037301900,6.87
06001402800,6.04
06037481603,6.78
06037212900,6.64
06037186404,6.89
06037404501,6.85
06095252502,5.11
06037910501,4.34
06085503112,6.35
06037408211,8.79
06001428700,6.46
06059088902,5.55
06037106407,5.14
06085512604,5.6
06037310702,8.41
06037530003,8.48
06037128101,5.82
06059011403,7.93
06037186302,7
06037119201,5.75
06037320202,6.08
06085503110,5.21
06095251500,4.55
06037197300,6.89
06059001202,6.5
06059074805,5.75
06013336201,5.98
06037503103,6.19
06037573003,6.85
06001405902,5.04
06081612000,6.23
06037218110,6.62
06037191000,6.95
06037236203,5.96
06037310701,7.8
06037117404,7.36
06075012502,5.22
06059075100,6.76
06037125501,7.21
06037601303,5.42
06037134303,6.53
06037134304,6.11
06013306003,5.41
06059074109,6.62
06059087106,6.02
06059075514,5.9
06037405302,6.7
06037406901,7.25
06037211804,5.84
06081604101,6.29
06059088802,5.81
06037600400,5.31
06037900703,5.1
06037603801,5.96
06037123800,6.44
06037224310,6.49
06037550800,8
06037221900,5.88
06037294301,6.89
06037502801,7.43
06037535701,6.73
06037219500,5.81
06059076204,8.05
06037553100,6.64
06037407501,6.14
06001400900,5.92
06037407302,6.33
06037183810,5.45
06037554001,5.82
06037408631,8.01
06037212701,6.09
06037211120,6.41
06037552900,6
06037502802,7.67
06075061000,7.29
06013366001,5
06037189201,5.52
06037213401,5.84
06037540201,5.72
06037119341,5.89
06059087200,7.56
06037402502,5.32
06037106648,6.63
06037237900,5.12
06085503712,4.75
06059074802,7.06
06037134103,5.48
06037222100,5.2
06085503602,5.16
06059074106,7.19
06037124102,6.61
06075017802,6.48
06037123510,6.63
06081610202,6.09
06013315000,6.97
06037575102,5.3
06037502005,5.65
06059074005,6.53
06075025702,5.8
06037910502,4.42
06037197200,8.66
06075023003,5.65
06013308001,4.99
06037552001,6.29
06059001401,6.02
06059087902,7.06
06037117101,5.85
06037555212,5.62
06037408302,8.32
06013314103,5.34
06059099801,7.09
06037481604,6.26
06013373000,5.91
06095251600,4.96
06037104105,5.53
06059099702,6.5
06059086602,6.62
06037320100,5.75
06059001802,6.92
06085503214,5.02
06037431200,7.58
06081602200,6.56
06081610500,5.81
06037553400,6.29
06037192520,6.31
06037190700,7.07
06013380000,6.26
06037500300,7.91
06037432201,7.54
06037408138,6.5
06085501502,6.07
06059088602,6.24
06001423200,6.14
06059088402,5.85
06037212303,6.64
06037550700,8.64
06037482522,8.17
06081611900,6.6
06037221210,5.77
06037113321,5.77
06037187200,9.18
06037601202,5.3
06037431100,8.41
06001405901,5.2
06059087806,5.87
06037192420,5.85
06037482303,6.27
06037188300,8.04
06037603006,5.52
06037190902,6.99
06001433300,6.26
06037199110,6.27
06037576501,5.56
06059086901,5.39
06037235100,5.45
06037191420,6.84
06037183620,5.67
06037480903,6.91
06037123700,6.24
06001437101,6.58
06037500800,6.09
06037408630,8.34
06037900102,4.41
06037503105,6.35
06037482503,5.86
06037576402,4.59
06037301206,7.16
06037106114,6.24
06037402703,6.44
06037482401,6.77
06037212202,6.27
06037191820,7.09
06013313206,5.08
06059074701,5.61
06085503710,4.75
06075012501,5.12
06037604001,6.5
06037481103,7.44
06037482502,5.6
06037504101,6.84
06037543604,6.46
06037211703,5.54
06037576403,4.53
06037234501,5.21
06037461600,6.33
06037269700,7.42
06095252401,6.15
06059086306,7.37
06037550901,6.29
06037235201,5.46
06013313204,5.26
06037576903,5.84
06095251100,5.26
06059074601,6.03
06037302003,6.61
06037570701,7.27
06037501200,6.91
06037183820,5.74
06037502003,6.76
06037602507,5.32
06037555102,6.1
06059099402,7.53
06001402700,6
06037106510,6.79
06059001303,7.52
06037531800,5.43
06037403318,6.01
06013307205,4.55
06037104108,6.24
06037211910,6.42
06037701100,7.75
06037134201,6.91
06037204120,6.38
06059074408,6.47
06037123602,6.15
06059088801,6.22
06037113422,6.23
06037543322,6.53
06001435500,4.99
06037575103,5.61
06059001903,6.6
06037602403,4.82
06037553000,6.36
06037408504,6.77
06095251803,4.93
06037401703,5.91
06037211410,5.64
06037296902,5.2
06037234300,5.31
06037603702,6.45
06037237800,5.27
06037481401,7.2
06037600201,4.51
06037535902,5.86
06037217100,7.41
06059074004,6.8
06037201200,5.06
06037701701,6.86
06037554405,6.4
06037500500,6.21
06037577000,6.6
06037404202,5.89
06037131300,5.39
06013383000,6.45
06037551202,6.47
06037572202,7.07
06037481202,7.98
06037269601,7.25
06059087805,7.22
06037602506,5.65
06037212102,6.27
06037554801,6.73
06059088903,5.85
06037406800,7.12
06085512310,6.54
06059042312,7.18
06037191110,7
06037197600,8.24
06037500900,6.25
06013307201,4.7
06013367200,4.84
06037554201,6.05
06013306002,5.91
06037600802,5.88
06059086304,7.04
06037920336,6.05
06059088601,5.44
06085501401,5.99
06037201120,5.36
06059074902,5.43
06037201504,4.78
06037480803,7.1
06037406500,6.71
06013320001,7.33
06037554204,5.58
06037481402,7.07
06059074806,5.95
06037551000,7.7
06059087801,6.33
06013378000,7.39
06037131600,5.92
06037543701,5.37
06037406701,6.01
06059099803,4.94
06085501102,6.55
06037462201,6.47
06037208501,7.07
06037503902,7.26
06059075403,7
06037535802,5.55
06085500100,7.22
06037408133,6.05
06037481002,7.05
06059074702,5.66
06037551501,7.39
06013355200,5.86
06059074803,6.41
06095252604,5.02
06085501501,5.18
06001402400,5.8
06037430901,7.47
06059087802,6.76
06037550201,6.99
06037134904,5.78
06041112202,6.41
06037139401,7.18
06037910404,4.61
06037213100,5.78
06037191710,6.06
06037204110,5.27
06037430102,6.27
06037552800,5.69
06037131900,5.99
06001400800,5.92
06059086405,6.2
06037573401,8.04
06037201503,4.81
06075020100,5.76
06037124105,5.84
06059110302,6.8
06059075302,5.92
06037600501,5.89
06037113234,6.2
06037128500,6
06095253402,6.27
06013313102,4.7
06001437300,5.21
06037109603,5.8
06037432902,8.73
06037113237,5.85
06037400302,6.84
06059011504,5.72
06059075003,6.03
06037296901,5.03
06037550601,8.09
06075017601,6.1
06037603703,6.67
06001400700,5.72
06037401500,8.23
06037604002,5.4
06059087505,5.73
06001436200,4.55
06085503218,4.74
06037553300,5.69
06001409300,4.84
06059076000,7.5
06037554802,5.89
06059011502,7.85
06059075512,5.79
06037212306,6.16
06085503709,5.28
06001405402,4.87
06037117302,7.1
06037481201,7.51
06001434000,4.64
06001402900,5.84
06001406500,4.61
06037480901,7
06037106649,6.73
06085503401,4.57
06037602504,5.12
06037107010,5.33
06037183103,5.89
06001432600,5.31
06037551402,6.23
06037406102,6.32
06037123104,6.13
06037600601,4.96
06037532102,6.15
06095251701,4.69
06081610203,6
06059001506,7.08
06059087503,6.46
06037134002,6.08
06037106113,5.88
06001433900,4.19
06001427600,5.83
06085503122,5.98
06037402803,4.89
06059011722,7.61
06059089102,6.27
06059089104,6.06
06085505100,6.86
06059088501,6.42
06037271200,7.13
06001403100,5.93
06037125200,7.16
06037183520,4.84
06037701702,6.68
06059099249,4.92
06037602404,4.75
06037480303,5.96
06037482304,5.67
06081600600,4.96
06037481606,6.62
06037900805,4.96
06059099903,6.27
06037553503,5.89
06037275200,5.49
06075026403,5.86
06037275102,6.15
06055200301,6.59
06037554700,5.73
06037461901,6.38
06037501600,5.88
06037310400,8.86
06037183610,4.9
06037553200,6.28
06037190402,5.77
06037480304,6
06037111302,5.53
06037190202,6.08
06037501002,6.53
06037543601,5.67
06037236000,6.82
06037702400,8.56
06037301204,5.99
06001407102,4.89
06037106405,5.61
06037104103,6.26
06037212305,6.17
06037920337,5.04
06059110201,5.65
06013303204,5.23
06037430002,6.26
06037543304,5.47
06037187101,8.52
06013329000,6.11
06037195903,7.6
06037550400,6.83
06037139502,7.12
06037543321,6.8
06037534700,5.43
06037135114,6.62
06037700102,7.06
06085503204,4.97
06085503113,5.77
06037134901,6.43
06037117202,5.79
06059087103,6.62
06037203710,5.75
06037571400,6.14
06037211420,5.89
06059074501,6.49
06037134905,6.59
06037482101,5.57
06037109400,5.63
06059099701,4.62
06037543703,6.71
06037102107,6.78
06037408303,7.11
06055200501,5.66
06037910601,3.9
06037270300,8.39
06001436900,5.01
06013306004,5.02
06085501700,5.42
06037197410,8.45
06037408141,6.53
06059086903,7.1
06059001301,6.75
06037502901,6.28
06037143604,7.53
06037554511,6.99
06037297601,5.58
06037234000,5.25
06059087601,5.48
06037402002,7
06037503201,5.49
06037404902,5.63
06085504602,6.72
06037211802,6.62
06001408600,4.03
06037195901,6.03
06001436800,5.31
06095252605,4.37
06037115301,5.72
06059001504,7.64
06081604200,7.7
06037207501,8.28
06095252702,6.27
06037236400,5.18
06037139301,8.55
06001436602,4.49
06037405702,5.57
06037900803,4.75
06037297201,5.26
06037302102,5.89
06059063701,5.54
06037216900,7.51
06037311600,6.94
06001432502,6.36
06013372000,4.93
06037408402,7.49
06081600800,4.53
06037910201,5.94
06037212410,6.21
06037195902,6.4
06001431000,5.64
06037234200,6.14
06037407400,5.43
06059074103,5.87
06037601301,4.91
06037550500,7.17
06037407900,6
06037128801,6.35
06037650901,7.39
06001422000,7.34
06037460900,5.89
06037222500,5.28
06037481605,6.43
06037900704,5.08
06037106406,5.66
06059074407,6.86
06037207710,8.57
06013336202,5.27
06037407301,6.09
06001438300,4.93
06037501504,5.71
06001427200,5.94
06037650003,5.66
06085504319,5.9
06037267300,6.6
06001437200,5.7
06059087703,5.63
06037600704,5.1
06037106112,6.47
06037408006,6.85
06059052411,6.65
06037222700,5.95
06037576601,5.66
06085503121,6.68
06085500902,4.54
06001440301,6.48
06037402705,5.18
06037462002,5.27
06037503106,6.03
06059099410,6.42
06037128910,6.37
06085503402,4.74
06037109604,5.73
06037503202,5.96
06013302005,5.2
06059001402,6.26
06037102103,6.28
06081600200,5.77
06037190301,6.31
06085500901,4.8
06013364002,5.28
06075026402,5.89
06085512043,4.65
06037195300,6.39
06037650300,7.32
06037910712,4.03
06037603004,5.46
06013303103,6.41
06013336101,4.72
06059087602,6.02
06081612100,5.66
06001444601,5.86
06037124600,6.12
06001435400,5.4
06037203800,4.91
06001405401,4.8
06059076102,6.29
06037482701,6.69
06059063604,6.5
06001433600,4.95
06037920036,5.2
06037702801,6.27
06037125600,7.71
06037137104,7.25
06059075515,8.81
06037543603,6.95
06001435601,4.65
06001408700,4.16
06037910401,5.35
06095250300,4.56
06037124902,5.08
06037481101,6.37
06085501000,4.72
06013371000,5.65
06037185202,6.43
06037188201,7.11
06037403721,6.38
06037403722,6.4
06037212610,6.04
06085503711,4.87
06001437102,4.54
06059099411,6.26
06001438100,5.37
06037481102,6.89
06001433103,5.01
06059110607,6.17
06037134302,5.65
06037406902,6.24
06037900505,4.05
06037402001,7.13
06037125402,6.69
06001401100,5.5
06037139503,6.26
06037408623,7.21
06059086305,6.58
06095252501,4.68
06059110604,6.97
06037431001,7.1
06037554900,6.3
06001444500,5.7
06037296300,6.55
06037189902,6.15
06037555103,5.33
06037187300,8.19
06037406101,6.36
06001408500,4
06001436300,5.13
06037139600,6.74
06037400602,5.68
06081601300,5.12
06081606000,5.61
06037463102,7.51
06037602302,8.06
06037910706,4.12
06037125401,6.77
06037650200,7.95
06037603600,6.13
06037310800,8.41
06037124903,5.02
06085503208,4.72
06037113303,7.24
06095251903,4.02
06037703200,5.07
06055201005,6.25
06059088702,5.45
06037900504,4.67
06001435104,4.07
06059088502,5.89
06059087002,5.07
06059032014,6.38
06037183101,5.22
06059075811,6.82
06037570702,5.8
06037554512,6.23
06037503501,5.26
06037481901,7.96
06013336102,4.23
06001409600,3.63
06037482800,7.12
06001440200,5.61
06037311000,7.17
06037401603,6.52
06037650101,8.91
06059088106,7.04
06037555002,7.02
06081602400,5.82
06037212420,5.94
06059088301,5.16
06037401102,6.43
06001435700,4.68
06037920023,5.73
06001424002,5.99
06037900605,3.93
06037201110,4.83
06037576502,5.16
06081611800,6.26
06037404000,5.58
06037141101,6.48
06037188202,6.65
06037600702,5.43
06001436601,4.47
06037123601,6.22
06037119700,6.85
06037406300,6.11
06037543602,6.65
06037117102,5.34
06037137201,6.41
06037408137,5.73
06037134306,6.44
06001433800,4.8
06001433700,5.08
06037102104,7.7
06059063702,6.65
06037554600,6.2
06059088104,6.73
06081607701,5.5
06037910504,3.76
06059088001,5.74
06037404100,5.61
06037900705,4.81
06037143200,7.31
06059076208,6.43
06001427300,5.83
06037139001,7.22
06037113301,5.97
06037554521,7.19
06095252607,4.01
06001423300,6.05
06055201003,6.29
06059076101,7.37
06037555104,5.41
06037207900,6.59
06037111100,5.67
06001437000,4.78
06001425101,6.87
06037301000,6.12
06037430902,7.1
06037115201,5.86
06001408300,4.37
06001433104,4.96
06037208710,5.85
06037195500,6.88
06037462301,6.54
06059086801,7.91
06059074102,5.91
06037600911,4.66
06037482102,5.7
06037462202,6.85
06037310900,7.92
06037189903,5.03
06001410100,4.5
06059062611,6.49
06037910001,3.57
06037910707,3.75
06013308002,5.22
06037702600,7.15
06037554406,6.26
06001406300,4.25
06001407600,5.03
06075061400,7.31
06037404504,4.95
06059075303,6.95
06037480802,7.69
06013301000,5.72
06013367100,4.54
06041112201,4.55
06037650602,6.05
06037431400,7.28
06037267600,7.53
06037480804,6.66
06037275500,5.95
06037920035,5.25
06037910711,3.91
06037910714,3.92
06075012301,5.15
06037920312,6.39
06059087001,6.16
06037571900,6.65
06037404302,5.43
06085503707,4.6
06081611700,6.21
06001433000,5.19
06001440308,5.44
06095251300,4.74
06095252606,3.79
06085503123,5.05
06037109601,5.32
06037910208,4.37
06037211500,5.62
06037103200,6.09
06037183701,5.81
06037101220,4.61
06037482002,6.51
06037183220,5.25
06081610400,5.88
06037600703,4.73
06037267403,7.2
06037270200,8.53
06059011716,6.29
06059011000,6.81
06037211803,5.95
06059099202,5.08
06059088403,6.55
06095251400,4.95
06059099902,5.86
06085505202,7
06037301203,5.38
06001409800,4.38
06037106408,5.12
06037189101,5.83
06037407502,5.03
06013328000,4.49
06059099229,6.99
06085512017,4.66
06059099250,5.68
06037109300,6.16
06085503117,4.2
06037311100,7.61
06037216200,6.93
06059088905,4.58
06075018000,6.53
06001406400,4.77
06001407101,4.01
06059076103,6.29
06001405302,4.74
06037571504,5.73
06085503713,4.17
06081601400,4.72
06001405700,4.72
06037270100,6.81
06037910205,4.52
06075012402,5.17
06075025800,5.27
06001437400,5.02
06037297602,5.41
06037137103,6.38
06075012000,5.25
06037900104,3.42
06081610100,5.4
06081610601,4.92
06085501402,4.67
06037461000,5.77
06001437600,4.45
06037272301,5.28
06081606100,5.79
