GEOID,Rank
06037481800,5.39
06041104300,4.16
06037462500,5.38
06075045200,4.88
06081604000,4.23
06001440304,2.77
06013334004,3.91
06085508004,4.92
06041104102,4.1
06085503321,2.92
06081603700,3.44
06075033000,4.19
06095252305,4.91
06001451506,3.95
06037214600,6.04
06001440334,3.88
06059110005,5.83
06095252104,4.51
06059099220,5.21
06085513000,4.94
06075042601,4.22
06001440306,2.62
06081610602,4.26
06001420300,6.38
06085504416,4.62
06001422800,4.21
06001451201,4.42
06037920334,5.21
06037920040,3.93
06037134424,3.1
06037571800,7.1
06085502101,4.68
06001403900,4.79
06037570902,4.9
06059011715,4.16
06037577100,5.29
06059110118,4.27
06037403325,4.68
06081608501,5.61
06059110102,5.15
06059099513,4.1
06059052513,5.15
06037651401,5.46
06013321101,4.05
06075061500,5.77
06037503602,5.5
06037920114,5.41
06001421900,5.21
06037265520,6.09
06085503511,3.03
06059062612,6.68
06037271902,4.24
06037700600,6.33
06037403304,4.95
06037650501,6.78
06085509105,5.39
06001407700,3.02
06037277000,6.47
06037143800,6.65
06075015200,4.85
06075025401,3.89
06037920314,5.89
06037143602,5.18
06059001505,5.75
06013361000,3.04
06037135203,3.69
06059099306,5.04
06037406601,4.96
06037139703,4.56
06001428400,4.32
06013333101,3.81
06001435200,3.47
06085502910,3.78
06037267100,5.65
06001450752,4.43
06059052525,4.96
06037461200,4.88
06085505500,4.82
06075011000,4.52
06059063802,4.65
06001450101,4.35
06085510801,5.4
06037901007,3.4
06001423500,4.24
06085502201,3.07
06075040200,4.73
06037910210,3.25
06085502604,5
06059110012,6.12
06037186203,4.08
06059099404,4.49
06001404900,4.31
06037920104,4.52
06037620102,6.81
06095252908,2.8
06081604800,4.75
06075047901,4.02
06001441301,3.68
06085502800,4.54
06037460100,4.81
06085512052,3.41
06095252306,3.44
06059099246,4.94
06037800203,5.63
06037431700,4.61
06059075813,5.88
06075032602,4.6
06075025300,4.27
06037480012,4.52
06055201601,4.76
06037408722,3.73
06055201800,3.72
06001422700,3.35
06037920339,6.49
06013360200,3.09
06081609202,4.88
06037555202,6.2
06037920116,4.39
06037137302,3.81
06085512027,4.16
06075035300,3.2
06095252108,3.86
06085513500,5.16
06037113235,4.29
06001403702,4.82
06085512309,4.03
06037194101,5.38
06095253203,2.91
06013307101,2.33
06037403408,4.46
06059099225,4.39
06013355110,2.86
06037920026,3.15
06013359203,3.57
06001422400,4.55
06001428600,2.77
06095252801,4.74
06013339002,5.57
06059062621,4.81
06037700501,5.8
06085508504,3.86
06059011718,4.1
06059032015,5.85
06081613501,5.14
06059032013,4.65
06085512312,4.44
06085504901,5.94
06055200705,4.34
06001428500,3.27
06095250106,3.86
06055202000,3.32
06095252202,4.87
06095252802,5.35
06059063302,6.7
06081601604,4.42
06085512314,3.44
06037408703,5.18
06037400501,3.51
06037141600,5.66
06085512005,4.34
06085509902,4.55
06055201004,3
06001443105,3.65
06085506601,3.94
06037276604,5.6
06075010300,5.14
06013359105,4.22
06059052514,5.17
06081608200,3.92
06081605300,5.26
06037135201,5.25
06085506304,3.39
06013355111,2.83
06001407900,4.12
06001404800,3.31
06037651304,5.29
06001441924,3.65
06037500100,4.21
06085508508,4.31
06037910805,4.37
06059063102,5.7
06001423602,3.79
06001441800,3.45
06059110004,6.71
06075016300,4.04
06085503509,2.79
06085509303,4.73
06037462900,7.7
06001450102,4.09
06001422500,4.2
06085502301,3.71
06037920119,3.71
06059052511,4.4
06075026003,3.33
06081603801,2.93
06085503802,2.56
06037701304,4.3
06001403701,4.62
06059021924,5.49
06059099243,4.78
06059099504,7.34
06059099307,4.62
06059032012,4.86
06075026302,2.99
06013319000,4.27
06037920118,6.22
06037271400,5.05
06059099216,5.57
06059021919,3.88
06085506305,3.01
06059099235,5.27
06059063004,5.79
06001430101,3.88
06037400204,4.86
06037108201,4.74
06085502901,4.12
06059063803,4.58
06075015900,4.05
06037701202,4.47
06059052421,4.48
06037920329,6.43
06037574300,6.84
06013304003,3.44
06059062628,4.45
06037143400,6.34
06037430723,4.85
06059099245,5.37
06075022600,6.33
06081602800,3.96
06041104200,4.16
06095252915,3.49
06037269100,4.53
06059032035,3.63
06013322000,3.86
06037194401,5.64
06001430600,3.44
06059021922,4.67
06059099309,4.64
06085512307,4.61
06075015300,4.71
06075022704,6.4
06085509102,5.25
06037276603,5.36
06085509108,5.91
06075010400,5.17
06081602500,3
06001408100,3.51
06075022702,6.4
06059052520,4.45
06059001706,4.53
06037276000,6.56
06085512019,3.53
06001444301,3.12
06037273800,7.14
06059099416,4.62
06001441522,3.3
06075035400,2.95
06037408503,3.77
06037901205,2.95
06037574000,5.95
06059062800,5.29
06059021905,5.66
06075015500,4.09
06075042800,4.51
06037463300,4.2
06001443321,4.24
06013359204,3.74
06081608023,4.01
06059099239,4.96
06059099512,5.8
06085506503,4.22
06037264000,4.96
06085506301,4.85
06001441601,3.75
06085505008,4.29
06081605400,6.39
06059021917,5.15
06059042327,3.31
06001451300,5.73
06001442100,3.54
06001450300,4.69
06037651201,5.28
06001441401,3.56
06001450751,3.96
06085506502,5.44
06037296401,3.38
06037139701,6.98
06013325000,4.36
06037101122,3.76
06037621201,6.08
06095252312,3.4
06037554515,4.82
06085506702,3.79
06001441921,3.28
06085508505,3.88
06081602900,3.36
06001450744,3.94
06001406800,3.45
06037701501,5.41
06085504411,3.19
06081603900,4.21
06013332000,3.7
06037621301,5
06059021809,5.42
06037137301,4.14
06095252201,4.48
06001404102,4.37
06001440332,2.47
06001442601,3.62
06075011902,4.72
06037143901,5.21
06081607900,4.52
06001442700,4.5
06001443322,4.51
06037910209,3.48
06037574100,6.09
06075026303,2.93
06013384000,4.07
06059042113,5.22
06085512021,3.57
06037500201,5.16
06037463500,6.22
06085509201,5.67
06037194102,4.93
06037910302,2.65
06085509600,5.17
06085512037,2.95
06059099407,5.38
06059021822,4.75
06037910301,3.21
06059062649,3.84
06059052408,6.39
06013359202,3.81
06059052415,4.42
06095250104,2.21
06001451602,5.14
06059062605,4.44
06037480201,5.33
06081600401,2.53
06055201900,4.91
06001451503,4.99
06081600300,2.61
06059052419,3.81
06081605000,5.5
06081602700,3.43
06037920028,4.54
06085507805,5.24
06013324001,5.22
06085504420,2.97
06081612900,4.28
06059032028,3.61
06041111000,4.75
06085502500,3.83
06041108200,3.01
06001400400,4.13
06085505402,4.77
06085506000,3.74
06081603000,2.63
06081613000,5.2
06037269300,5.46
06037800324,5.36
06095252913,2.59
06037910810,4.6
06085505900,4.18
06013337100,3.25
06081613700,4.27
06037300901,4.88
06085503325,2.82
06075016500,3.87
06037138000,3.65
06085506103,4.86
06059042103,4.37
06037800202,4.73
06059099604,5.21
06037480002,4.58
06085503324,2.26
06037139702,6
06013388000,4.83
06001443104,3.48
06085508001,4.41
06085508503,3.86
06037920107,6.71
06037920108,4.62
06037573700,4.85
06085508101,5.16
06081604900,4.45
06085504317,3.71
06075026002,3.09
06037273700,5.71
06075035202,3.22
06059021914,4.53
06037460800,6.2
06037300301,5
06085512024,3.76
06085508102,6.08
06037920044,3.81
06037577300,4.76
06059099237,3.69
06037701201,4.27
06059052527,5.88
06075032601,4.2
06085507806,4.49
06085512305,3.1
06085506102,4.04
06059042114,3.81
06001441523,3.15
06041109001,4.69
06037576700,4.27
06037143700,7.28
06001441925,3.11
06001451202,4.61
06095252914,2.75
06037620702,5.24
06037403324,4.51
06013349000,4.44
06037403407,4.37
06085503323,2.11
06085502302,3.53
06075047600,4.93
06037651302,5.9
06013345111,3.31
06037620201,5.49
06037400404,3.86
06001428301,4.76
06059062637,4.23
06075035201,3.07
06085512001,4.68
06081610304,4.42
06081602600,3.03
06059042339,3.08
06001403800,4.54
06085508003,4.3
06001451504,5.41
06075015700,4.09
06037265601,5.38
06037276601,6.58
06037264102,4.79
06081614000,2.59
06041106002,4.09
06001450750,3.76
06059042305,4.03
06085512308,5.19
06037194200,5.61
06037670403,4.15
06041131100,4.31
06059099244,4.06
06037577200,4.91
06037670202,5.53
06059042203,5.74
06059052420,5.19
06037460200,4.26
06059021820,4.64
06037620400,6.84
06085507905,3.95
06059042330,3.45
06075045100,3.67
06001443102,4.05
06085508202,4.97
06013343001,4.3
06037276400,4.91
06081605500,5.23
06037800504,6.34
06037480703,5.74
06037430301,4.94
06059063103,4.05
06037401001,3.85
06059062604,6.7
06075032902,3.28
06075030201,3.7
06081608002,3.76
06085509106,4.5
06013362000,3.35
06085502906,3.29
06085512053,2.29
06037408706,3.53
06037901210,2.9
06085502701,4.6
06001451601,4.46
06059042315,4.77
06037574901,5.18
06059021825,3.47
06059032011,4.18
06001400300,4.47
06085511915,3.05
06037430003,3.89
06055200803,3.08
06095253106,2.46
06085512031,2.79
06001441402,3.57
06085506302,3.54
06081605200,3.78
06013333102,4.08
06013304005,4.23
06037577400,4.32
06085503003,3.31
06059042320,4.01
06059052427,4.85
06041133000,4.81
06059099217,4.6
06085508602,5.02
06001423902,3.97
06001442200,5.21
06085508507,4.06
06081604500,4.27
06085511302,4.35
06085512503,2.27
06085507205,3.98
06075040100,4
06001428302,3.5
06085506101,4.04
06085503001,3.81
06037403320,4.41
06055200400,5.33
06037460000,5.19
06059042335,3.69
06041130202,5.66
06001420200,5.39
06075042602,4.56
06085505800,4.74
06001421700,4.07
06085506204,4.73
06037400205,5.13
06085508401,4.8
06041121100,4.95
06001430700,2.79
06059032047,4.11
06059063400,6.94
06037574500,6.82
06037431600,4.53
06075021000,4.01
06037430502,4.35
06059032055,3.69
06037901213,2.74
06013338203,4.74
06085506603,3.48
06059042106,5.3
06041121200,6.08
06037621004,4.62
06037620001,6.86
06059099310,3.71
06085506801,4.5
06059042334,3.56
06001426200,4.28
06037920018,3.41
06013320003,3.74
06037910804,3.55
06075013300,4.46
06059075604,3.71
06075016900,3.28
06059021912,5.46
06085511911,3.3
06085507402,3.63
06037620602,5.9
06037265100,5.8
06059062641,4.3
06037910809,4.68
06037574602,5.59
06095252105,3.48
06059099511,5.09
06041104101,3.52
06081613800,4.99
06085509302,5.58
06075016600,3.46
06085507807,4.45
06055201700,4.25
06059021812,6.62
06001423601,4.15
06001441521,2.79
06085509401,4.45
06037264302,6.08
06037621324,4.74
06059052528,3.93
06085503002,4.18
06085510700,5.17
06085512035,3.28
06095252106,3.08
06085504314,1.94
06075030900,4.35
06059032034,3.59
06037910813,4.37
06075015100,4.68
06059052417,3.58
06001406700,3.14
06059021916,3.63
06041101100,4.17
06037403305,4.45
06059042205,5.65
06075013500,4.69
06059001602,4.28
06013323000,3.88
06075010900,4.6
06037920020,3.35
06037573800,5.59
06095252107,3.44
06075015600,3.45
06013356002,2.72
06075015400,3.74
06085506701,3.15
06037430200,5.76
06001451403,3.92
06037408627,3.29
06075013101,4.81
06085509801,4.74
06059032039,2.66
06085512034,3.75
06041119201,3.93
06081613502,2.62
06001450200,2.55
06037278102,5.9
06037139802,3.57
06001450746,4.43
06037134421,3.64
06037621104,5.8
06059021827,3.64
06055200706,3.23
06059099514,3.75
06081606400,5.54
06059099240,3.94
06059032002,3.79
06081604700,2.43
06037300702,4.94
06001441302,3.66
06085502909,3.46
06037462600,4.05
06059062640,3.72
06085506606,4.06
06075032700,3.81
06059032029,4.31
06041119202,4.59
06059032037,3.93
06001450501,4.21
06081609201,4.79
06001421800,3.76
06013337300,2.92
06041101200,3.27
06081608001,3.13
06081604600,2.66
06085508304,3.48
06001450605,3.37
06075013400,4.53
06001440305,2.02
06059032051,3.68
06037189400,4.57
06059075814,4.11
06059042112,4.5
06081606500,3.88
06037670407,3.17
06075032901,3.48
06059021816,4.91
06059032032,3.59
06059063010,4.44
06085507701,5.04
06075010200,5.12
06037800332,4.06
06059032033,3.21
06037577501,5.23
06081607100,3.21
06081613600,3.42
06095252311,2.92
06013338201,3.84
06001404101,4.54
06059099308,4.82
06085506803,3.15
06059062638,3.34
06037670701,5.77
06037460700,6.81
06075030101,3.39
06085506202,3.32
06037920109,3.54
06059099415,5.66
06075016700,3.38
06085503322,1.88
06081603100,3.38
06059099311,3.68
06059021923,3.66
06085508404,4.24
06085507904,3.04
06013304004,3.37
06055201401,3.52
06095252315,2.06
06037620800,5.11
06037670602,4.58
06075016801,4.11
06059042111,4.1
06059032048,3.47
06095253201,2.5
06085511500,6.37
06037800331,5.71
06037108104,3.82
06037800102,4.84
06075012700,5.22
06085503333,2.06
06041123000,3.46
06037430501,4.08
06059021823,3.98
06037620522,4.43
06001404000,4.9
06075013200,4.57
06085506605,3.62
06041103200,2.56
06081603200,2.33
06059062644,4.82
06037650502,5.85
06059062636,4.18
06059063905,4.51
06059032056,5.16
06085510600,5.62
06037480500,6.38
06059042331,2.96
06085512045,2.7
06059032036,3.87
06037920331,4.47
06085503312,2.13
06037261101,4.66
06037464200,5.16
06059032053,3.57
06059021920,3.28
06037271500,4.5
06059032049,4.39
06085502202,4.02
06085511905,2.74
06037910808,3.8
06085511000,4.11
06075035100,3
06085511100,3.98
06037577504,4.29
06013338301,3.28
06059075605,3.66
06013345202,3.97
06059062639,3.18
06059099231,4.45
06059063601,4.69
06013385200,3.23
06059021824,3.34
06001443103,2.97
06085504423,1.98
06081608100,3.84
06037300100,4.11
06081613300,3.45
06037621326,4.35
06085506703,4.93
06085512200,3.14
06059032040,3.17
06059042324,3.25
06059075703,3.9
06059032003,4.23
06001435102,2.25
06085508204,3.54
06081610000,4.4
06059021921,4.32
06085506802,3.64
06081607300,3.22
06059032061,5.56
06059062900,5.6
06095252910,2.1
06037269000,5.51
06059042328,3.89
06095252912,2.63
06085502702,4.52
06059062630,4.13
06081610303,3.08
06037141500,6.38
06075031000,3.48
06001450741,3.34
06059062632,5.48
06013385100,2.6
06037464100,5.69
06085502601,3.65
06059062634,4.29
06081608502,4.58
06037620305,5.14
06037670324,5.79
06001430300,2.4
06013355301,3.27
06037620701,4.83
06013355115,2.16
06059021810,4.39
06081612700,4.31
06013338102,2.99
06085504315,1.78
06059099238,3.66
06085512047,1.79
06037920012,2.52
06075030301,3.62
06001451701,3.31
06085509109,5.23
06013346203,3.6
06059042109,3.19
06041126200,4.32
06013355304,4.14
06037460501,5.65
06059021817,3.85
06037262200,6.08
06081613900,4.52
06059032041,5.17
06081611000,3.21
06037262100,5.64
06041130201,4.22
06085507100,4.41
06037920015,3.14
06059032038,3.23
06085504201,2.34
06013334006,2.62
06081603300,2.54
06075031100,4.08
06037621400,5.45
06059032044,3.21
06085511301,3.98
06085503329,2.65
06059042329,3.49
06075030202,2.94
06037269500,4.65
06059075702,4.31
06081612500,5.07
06037920338,2.91
06037141700,4.55
06081612600,4.94
06001405000,4.26
06059042323,3.69
06085510200,3.82
06085504308,1.55
06001404200,4.2
06075012602,5.55
06001451704,2.96
06085511400,4.46
06075012800,5.36
06001423700,3.47
06085503313,1.48
06081611300,3.02
06075030400,3.55
06085511909,3.42
06037621102,5.41
06059075808,6.25
06059032020,3.06
06037670413,3.27
06085504415,1.85
06041125000,3.52
06037480702,5.08
06059075603,4.87
06037920111,3.47
06085511702,3.55
06055201101,2.36
06037800406,3.28
06075017101,2.7
06037800101,3.86
06081608013,4.07
06059032057,2.71
06085504202,1.84
06081608300,2.48
06075013102,5.13
06037262501,5.56
06041124200,4.57
06037261200,4.22
06059063009,5.44
06037650702,4.95
06013345105,4.57
06085510001,4.09
06059042325,3.05
06059099506,4.5
06085511916,2.48
06059032023,5.04
06059032030,3.62
06037460502,6.31
06075016400,3.74
06075021500,3.4
06075015802,3.81
06085509802,4.62
06001430400,2.43
06037920045,3.15
06037460600,4.32
06041102202,2.52
06059062701,5.36
06013338302,2.76
06059063005,4.54
06055200703,2.4
06085511609,5.1
06013354002,3.74
06013360102,1.77
06059021829,3.45
06085502908,3.24
06075012601,5.47
06059042338,3
06001450742,4.34
06037463800,6.26
06001450601,4.71
06001430200,2.43
06037262302,5.22
06059062643,3.78
06059042333,4.27
06085507703,3.76
06001420100,4.7
06037262301,5.67
06013334200,4.77
06085503330,1.87
06013345101,3.18
06085506604,3.91
06059075607,3.81
06059063006,5.75
06037670328,3.52
06037621002,4.01
06085510803,2.86
06013341000,3.92
06013350000,4.51
06059062629,3.8
06055201402,3.27
06081609000,4.03
06075017102,2.76
06001451703,3.08
06081603400,2.68
06013351102,2.88
06001450606,3.81
06037577604,7.1
06001405100,4.31
06001404502,3.06
06081611600,5.64
06001450604,3.85
06037920110,3.51
06075020402,2.64
06001441501,1.48
06037262303,4.62
06075030102,3.05
06037194300,4.99
06013340002,3.91
06085502902,3.51
06001435103,2.52
06085508301,3.71
06013338204,3.78
06001450701,5.24
06059042206,5.4
06081606700,3.88
06059062619,3.83
06059075809,4.5
06059032050,4.65
06085511800,4.63
06001442000,3.17
06037670326,3.95
06059062645,4.03
06085503334,3.67
06041118100,3.65
06037261102,3.98
06059075810,5
06037143902,4.78
06085503326,1.73
06013390200,3.69
06059062702,4.99
06085507001,4.27
06085511912,2.08
06081608700,4.01
06059052428,4.03
06037137504,3.36
06081607000,2.33
06085509700,4.96
06013345102,2.88
06041108100,2.9
06013321103,3.15
06013355306,2.71
06037265420,4.96
06081611200,2.77
06085507401,2.99
06085510802,4.23
06085511200,3.32
06081611400,5.25
06075030700,2.85
06001451505,3.74
06041114100,2.66
06085511914,2.73
06075030302,3.61
06059032043,3.19
06075030500,2.81
06001450502,4.09
06037800325,4.26
06085508203,4.05
06095252310,2.43
06013351103,2.42
06013345115,2.72
06013354001,4.11
06085512030,1.76
06013345108,3.52
06075021700,3.01
06059021828,2.97
06001421400,2.57
06037621001,5.06
06059042319,3.04
06013355112,2.97
06085506804,2.43
06075012902,5.71
06059042337,4.12
06059042326,3.32
06085502907,2.26
06085507906,3.07
06085511704,3.78
06037800506,3.95
06037262601,2.97
06085507500,3.29
06081605600,3.42
06081606800,2.59
06081613200,4.15
06041120000,4.53
06037670405,3.78
06059062620,2.93
06059062635,3.63
06085502903,2.85
06081613400,2.51
06041132200,2.99
06013355302,2.49
06013390100,3.74
06075020300,3.35
06075020600,3.39
06041128200,3.41
06075017000,2.94
06001443200,2.91
06037670500,3.9
06085502603,4.32
06001400200,4.03
06059062631,3.05
06075021400,3.14
06075030600,2.77
06001400100,4.15
06013352201,2.75
06041109002,3.12
06085507002,3.09
06001408000,2.41
06013345116,3.02
06041110200,2.35
06013343002,3.44
06013321102,2.38
06041117000,3.27
06059075606,3.8
06037670411,4.94
06013391000,3.21
06041132100,2.76
06001423800,3.7
06013348000,4.27
06085511913,2.8
06085511705,6.51
06001404700,3.2
06001404600,2.96
06085511701,5.02
06085509901,3.59
06085503331,1.61
06059042336,3.17
06075021800,3.85
06075021200,2.6
06001404501,3.66
06001404400,2.7
06085507702,3.84
06085507600,3.33
06013345203,3.88
06037670201,4.83
06085511907,2.81
06075012901,5.43
06037800330,4.77
06081606900,3.01
06081609300,4.39
06037800408,4
06037620301,5.57
06001421500,2.03
06041114200,2.45
06085508403,3.39
06081612800,3.6
06037620303,5.78
06041103100,1.38
06059042317,2.78
06085510002,3.66
06085506900,4.26
06013355117,1.7
06059032059,2.39
06081608900,1.87
06037262706,5.72
06059021830,3.6
06075021100,3.09
06085510500,3.8
06085508303,3.05
06001421300,3.84
06013353001,3.84
06059032031,3.34
06075030800,3.69
06075020401,2.53
06059032058,2.35
06037920032,3.17
06037620901,4.44
06041116000,2.57
06013343003,3.17
06085507808,3.84
06013355116,1.84
06041107000,2.67
06085510300,3.91
06013355114,2.16
06085507301,3.41
06037920016,3.32
06037670406,2.7
06081611500,4.46
06037262604,5.67
06059062633,3.37
06059032042,4.1
06013352202,2.04
06085510100,4.1
06085507206,3.3
06001404300,3.65
06001420600,4.75
06055201102,4.9
06081605800,4.08
06081605700,3.4
06085507203,4.83
06001451102,2.78
06037800326,4.4
06013345114,3.22
06085507903,2.59
06037670702,3.85
06001436402,1.9
06001421200,2.6
06075060100,6.43
06081609400,2.91
06081609602,1.53
06013355113,1.76
06085510900,4.34
06075013000,5.02
06001421100,2.12
06075020500,2.93
06041128100,3.43
06059042332,2.65
06081611100,2.05
06013326000,2.23
06085510400,4.25
06013345112,1.83
06013346102,3.37
06037620904,3.45
06085503332,1.79
06059062642,4.36
06081609800,2.36
06085511910,2.15
06041113000,1.52
06041115000,3.14
06041124100,3
06041102100,2
06013347000,2.28
06075021600,2.23
06013346204,1.98
06013345103,1.62
06059032045,2.24
06001426100,3.73
06081609603,1.97
06013346101,2.79
06013345204,3.23
06081608800,1.97
06037262802,4.84
06041119100,2.78
06081609900,2.65
06037262400,4
06013392000,2.26
06081609500,2.15
06001430102,2.48
06013352101,2.41
06013345113,2.4
06013351101,1.28
06013346201,3.64
06041127000,2.49
06059032046,2.44
06013352102,2.1
06075021300,2.54
06013353002,3.5
06085511707,4.41
06001421600,3.27
06081609700,2.1
06085507302,2.69
06013351200,2.9
06081609601,1.21
06041126100,3.08
06001422600,4.32
06001981900,5.99
06001982000,6.11
06037115103,6.13
06037265301,5.38
06037320000,7.93
06037401901,6.74
06037402404,8.48
06037403200,8.42
06037504102,8.31
06037532400,8.39
06037550000,7.58
06037551600,5.54
06037574601,4.42
06037574700,5.62
06037575500,8.37
06037599100,4.6
06037901003,3.49
06037910811,4.34
06037910812,2.81
06037920011,3.04
06037920200,4.8
06037930101,3.9
06037930200,6.18
06037930301,4.63
06037980001,8.08
06037980002,9.06
06037980003,3.16
06037980004,5.26
06037980005,7.83
06037980006,7.16
06037980007,7.88
06037980008,6.93
06037980009,7.99
06037980013,8.53
06037980014,8.77
06037980018,7.04
06037980019,4.58
06037980020,5.51
06037980021,5.31
06037980022,7.47
06037980023,2.97
06037980024,7.5
06037980025,8.15
06037980026,4.02
06037980028,8.25
06037980030,8.23
06037980031,8.49
06037980033,8.54
06041122000,3.41
06055200900,6.07
06055201403,3.68
06059021813,7.82
06059980000,7.05
06075980200,4.14
06075980300,4.75
06075980900,6.82
06081984300,6.87
06085504417,1.73
06085511608,4.23
06095253000,3.65
06095980000,3.29
